session_id	session_ref	session_track	session_type	session_title	chair	chair_affiliation	discussant	discussant_affiliation	abstract_id
4395	CF1	International and Domestic Conflict	Panel	Empirical Advances in the Study of Post-Conflict Politics	Krzysztof Krakowski	Collegio Carlo Alberto, Italy	Lesley-Ann Daniels	Institut Barcelona d'Estudis Internacionals (IBEI), Spain	86128
4395	CF1	International and Domestic Conflict	Panel	Empirical Advances in the Study of Post-Conflict Politics	Krzysztof Krakowski	Collegio Carlo Alberto, Italy	Lesley-Ann Daniels	Institut Barcelona d'Estudis Internacionals (IBEI), Spain	86139
4395	CF1	International and Domestic Conflict	Panel	Empirical Advances in the Study of Post-Conflict Politics	Krzysztof Krakowski	Collegio Carlo Alberto, Italy	Lesley-Ann Daniels	Institut Barcelona d'Estudis Internacionals (IBEI), Spain	86154
4394	IR12	International Relations	Panel	The International Politics of Trade	Raymond Hicks	Columbia University, USA	Raymond Hicks	Columbia University, USA	83925
4394	IR12	International Relations	Panel	The International Politics of Trade	Raymond Hicks	Columbia University, USA	Raymond Hicks	Columbia University, USA	85778
4394	IR12	International Relations	Panel	The International Politics of Trade	Raymond Hicks	Columbia University, USA	Raymond Hicks	Columbia University, USA	86431
4393	IR11	International Relations	Panel	New Directions in IR Research	Jazmin Sierra	University of Notre Dame, USA	NA	NA	85946
4393	IR11	International Relations	Panel	New Directions in IR Research	Jazmin Sierra	University of Notre Dame, USA	NA	NA	80522
4393	IR11	International Relations	Panel	New Directions in IR Research	Jazmin Sierra	University of Notre Dame, USA	NA	NA	77750
4393	IR11	International Relations	Panel	New Directions in IR Research	Jazmin Sierra	University of Notre Dame, USA	NA	NA	86141
4392	IR10	International Relations	Panel	Foreign Direct Investment	Gabriele Spilker	University of Salzburg, Austria	Gabriele Spilker	University of Salzburg, Austria	84902
4392	IR10	International Relations	Panel	Foreign Direct Investment	Gabriele Spilker	University of Salzburg, Austria	Gabriele Spilker	University of Salzburg, Austria	85960
4392	IR10	International Relations	Panel	Foreign Direct Investment	Gabriele Spilker	University of Salzburg, Austria	Gabriele Spilker	University of Salzburg, Austria	86309
4391	IR9	International Relations	Panel	Aid and Bretton Woods	Gerald Schneider	University of Konstanz, Germany	Caileigh Glenn	University of Wisconsin-Madison, USA	86485
4391	IR9	International Relations	Panel	Aid and Bretton Woods	Gerald Schneider	University of Konstanz, Germany	Caileigh Glenn	University of Wisconsin-Madison, USA	85418
4391	IR9	International Relations	Panel	Aid and Bretton Woods	Gerald Schneider	University of Konstanz, Germany	Caileigh Glenn	University of Wisconsin-Madison, USA	85837
4391	IR9	International Relations	Panel	Aid and Bretton Woods	Gerald Schneider	University of Konstanz, Germany	Caileigh Glenn	University of Wisconsin-Madison, USA	75417
4391	IR9	International Relations	Panel	Aid and Bretton Woods	Gerald Schneider	University of Konstanz, Germany	Caileigh Glenn	University of Wisconsin-Madison, USA	86402
4390	IR8	International Relations	Panel	Finance, Sanctions, and IPE	Adrian Shin	University of Colorado Boulder, USA	Elena McLean	SUNY Buffalo, USA	77465
4390	IR8	International Relations	Panel	Finance, Sanctions, and IPE	Adrian Shin	University of Colorado Boulder, USA	Elena McLean	SUNY Buffalo, USA	75912
4390	IR8	International Relations	Panel	Finance, Sanctions, and IPE	Adrian Shin	University of Colorado Boulder, USA	Elena McLean	SUNY Buffalo, USA	85968
4390	IR8	International Relations	Panel	Finance, Sanctions, and IPE	Adrian Shin	University of Colorado Boulder, USA	Elena McLean	SUNY Buffalo, USA	86472
4390	IR8	International Relations	Panel	Finance, Sanctions, and IPE	Adrian Shin	University of Colorado Boulder, USA	Elena McLean	SUNY Buffalo, USA	86250
4389	IR7	International Relations	Panel	Theoretically...	Franziska Hohlstein	University of Freiburg, Germany	Gisela Hirschmann	Leiden University, Netherlands	86543
4389	IR7	International Relations	Panel	Theoretically...	Franziska Hohlstein	University of Freiburg, Germany	Gisela Hirschmann	Leiden University, Netherlands	85656
4389	IR7	International Relations	Panel	Theoretically...	Franziska Hohlstein	University of Freiburg, Germany	Gisela Hirschmann	Leiden University, Netherlands	86312
4389	IR7	International Relations	Panel	Theoretically...	Franziska Hohlstein	University of Freiburg, Germany	Gisela Hirschmann	Leiden University, Netherlands	86385
4389	IR7	International Relations	Panel	Theoretically...	Franziska Hohlstein	University of Freiburg, Germany	Gisela Hirschmann	Leiden University, Netherlands	86063
4388	IR6	International Relations	Panel	The UN and global coordination	Timon Forster	Freie Universität Berlin, Germany	Anna Knaps	EUI, Italy	81398
4388	IR6	International Relations	Panel	The UN and global coordination	Timon Forster	Freie Universität Berlin, Germany	Anna Knaps	EUI, Italy	84348
4388	IR6	International Relations	Panel	The UN and global coordination	Timon Forster	Freie Universität Berlin, Germany	Anna Knaps	EUI, Italy	86394
4387	IR5	International Relations	Panel	Norms and Rules in International Organizations	Gisela Hirschmann	Leiden University, Netherlands	Inken von Borzyskowski	Florida State University, USA	84410
4387	IR5	International Relations	Panel	Norms and Rules in International Organizations	Gisela Hirschmann	Leiden University, Netherlands	Inken von Borzyskowski	Florida State University, USA	77594
4387	IR5	International Relations	Panel	Norms and Rules in International Organizations	Gisela Hirschmann	Leiden University, Netherlands	Inken von Borzyskowski	Florida State University, USA	85336
4387	IR5	International Relations	Panel	Norms and Rules in International Organizations	Gisela Hirschmann	Leiden University, Netherlands	Inken von Borzyskowski	Florida State University, USA	86301
4387	IR5	International Relations	Panel	Norms and Rules in International Organizations	Gisela Hirschmann	Leiden University, Netherlands	Inken von Borzyskowski	Florida State University, USA	83910
4386	IR4	International Relations	Panel	International Organizations in Times of Conflict and Withdrawals	Daniel Finke	Aarhus University, Denmark	Daniel Finke	Aarhus University, Denmark	79120
4386	IR4	International Relations	Panel	International Organizations in Times of Conflict and Withdrawals	Daniel Finke	Aarhus University, Denmark	Daniel Finke	Aarhus University, Denmark	84056
4386	IR4	International Relations	Panel	International Organizations in Times of Conflict and Withdrawals	Daniel Finke	Aarhus University, Denmark	Daniel Finke	Aarhus University, Denmark	84393
4386	IR4	International Relations	Panel	International Organizations in Times of Conflict and Withdrawals	Daniel Finke	Aarhus University, Denmark	Daniel Finke	Aarhus University, Denmark	86232
4385	IR3	International Relations	Panel	Refugees and Human Rights	Gurur Polat	University of Freiburg, Germany	Christian Arnold	Cardiff University, United Kingdom	79628
4385	IR3	International Relations	Panel	Refugees and Human Rights	Gurur Polat	University of Freiburg, Germany	Christian Arnold	Cardiff University, United Kingdom	86566
4385	IR3	International Relations	Panel	Refugees and Human Rights	Gurur Polat	University of Freiburg, Germany	Christian Arnold	Cardiff University, United Kingdom	82531
4385	IR3	International Relations	Panel	Refugees and Human Rights	Gurur Polat	University of Freiburg, Germany	Christian Arnold	Cardiff University, United Kingdom	84326
4384	IR2	International Relations	Panel	Politics of Climate Change	Vally Koubi	ETH Zurich, Switzerland	Dennis Hammerschmidt	University of Mannheim, Germany	84908
4384	IR2	International Relations	Panel	Politics of Climate Change	Vally Koubi	ETH Zurich, Switzerland	Dennis Hammerschmidt	University of Mannheim, Germany	83978
4384	IR2	International Relations	Panel	Politics of Climate Change	Vally Koubi	ETH Zurich, Switzerland	Dennis Hammerschmidt	University of Mannheim, Germany	85177
4384	IR2	International Relations	Panel	Politics of Climate Change	Vally Koubi	ETH Zurich, Switzerland	Dennis Hammerschmidt	University of Mannheim, Germany	86264
4383	IR1	International Relations	Panel	Balance of Power	Douglas Atkinson	Cardiff University, United Kingdom	Douglas Atkinson	Cardiff University, United Kingdom	79633
4383	IR1	International Relations	Panel	Balance of Power	Douglas Atkinson	Cardiff University, United Kingdom	Douglas Atkinson	Cardiff University, United Kingdom	79728
4383	IR1	International Relations	Panel	Balance of Power	Douglas Atkinson	Cardiff University, United Kingdom	Douglas Atkinson	Cardiff University, United Kingdom	81565
4382	ME7	Political Methodology	Panel	Qualitative Methods Plus	Damien Bol	King's College London, United Kingdom	Macartan Humphreys	Wissenschaftszentrum Berlin fur Sozialforschung, Germany	86335
4382	ME7	Political Methodology	Panel	Qualitative Methods Plus	Damien Bol	King's College London, United Kingdom	Macartan Humphreys	Wissenschaftszentrum Berlin fur Sozialforschung, Germany	75593
4382	ME7	Political Methodology	Panel	Qualitative Methods Plus	Damien Bol	King's College London, United Kingdom	Macartan Humphreys	Wissenschaftszentrum Berlin fur Sozialforschung, Germany	84328
4381	ME6	Political Methodology	Panel	Text Appeal	Mariken van der Velden	Vrije Universiteit Amsterdam, Netherlands	Tom Paskhalis	London School of Economics and Political Science, United Kingdom	81623
4381	ME6	Political Methodology	Panel	Text Appeal	Mariken van der Velden	Vrije Universiteit Amsterdam, Netherlands	Tom Paskhalis	London School of Economics and Political Science, United Kingdom	85465
4381	ME6	Political Methodology	Panel	Text Appeal	Mariken van der Velden	Vrije Universiteit Amsterdam, Netherlands	Tom Paskhalis	London School of Economics and Political Science, United Kingdom	86293
4381	ME6	Political Methodology	Panel	Text Appeal	Mariken van der Velden	Vrije Universiteit Amsterdam, Netherlands	Tom Paskhalis	London School of Economics and Political Science, United Kingdom	86535
4381	ME6	Political Methodology	Panel	Text Appeal	Mariken van der Velden	Vrije Universiteit Amsterdam, Netherlands	Tom Paskhalis	London School of Economics and Political Science, United Kingdom	85008
4380	ME5	Political Methodology	Panel	Complex Solutions to Complex Problems	Martin Steinwand	University of Essex, United Kingdom	Kristopher Ramsay	Princeton University, USA	83122
4380	ME5	Political Methodology	Panel	Complex Solutions to Complex Problems	Martin Steinwand	University of Essex, United Kingdom	Kristopher Ramsay	Princeton University, USA	83011
4380	ME5	Political Methodology	Panel	Complex Solutions to Complex Problems	Martin Steinwand	University of Essex, United Kingdom	Kristopher Ramsay	Princeton University, USA	84801
4380	ME5	Political Methodology	Panel	Complex Solutions to Complex Problems	Martin Steinwand	University of Essex, United Kingdom	Kristopher Ramsay	Princeton University, USA	86114
4379	ME4	Political Methodology	Panel	Space: the Final Frontier	Thomas Pluemper	Vienna University of Economics, Austria	Thomas Pluemper	Vienna University of Economics, Austria	85269
4379	ME4	Political Methodology	Panel	Space: the Final Frontier	Thomas Pluemper	Vienna University of Economics, Austria	Thomas Pluemper	Vienna University of Economics, Austria	86557
4379	ME4	Political Methodology	Panel	Space: the Final Frontier	Thomas Pluemper	Vienna University of Economics, Austria	Thomas Pluemper	Vienna University of Economics, Austria	86594
4378	ME3	Political Methodology	Panel	Measurement	Sebastian Juhl	University of Mannheim, Germany	Max Goplerud	Harvard University, USA	84539
4378	ME3	Political Methodology	Panel	Measurement	Sebastian Juhl	University of Mannheim, Germany	Max Goplerud	Harvard University, USA	84381
4378	ME3	Political Methodology	Panel	Measurement	Sebastian Juhl	University of Mannheim, Germany	Max Goplerud	Harvard University, USA	84984
4378	ME3	Political Methodology	Panel	Measurement	Sebastian Juhl	University of Mannheim, Germany	Max Goplerud	Harvard University, USA	85347
4378	ME3	Political Methodology	Panel	Measurement	Sebastian Juhl	University of Mannheim, Germany	Max Goplerud	Harvard University, USA	86425
4377	ME2	Political Methodology	Panel	Beyond the Null Hypothesis	Max Goplerud	Harvard University, USA	Kevin Clarke	University of Rochester, USA	84472
4377	ME2	Political Methodology	Panel	Beyond the Null Hypothesis	Max Goplerud	Harvard University, USA	Kevin Clarke	University of Rochester, USA	84905
4377	ME2	Political Methodology	Panel	Beyond the Null Hypothesis	Max Goplerud	Harvard University, USA	Kevin Clarke	University of Rochester, USA	86603
4377	ME2	Political Methodology	Panel	Beyond the Null Hypothesis	Max Goplerud	Harvard University, USA	Kevin Clarke	University of Rochester, USA	85973
4376	PC12	Political Communication and Media	Panel	Polarization and (In)civility	Philip Habel	University of South Alabama, USA	Philip Habel	University of South Alabama, USA	86055
4376	PC12	Political Communication and Media	Panel	Polarization and (In)civility	Philip Habel	University of South Alabama, USA	Philip Habel	University of South Alabama, USA	86240
4376	PC12	Political Communication and Media	Panel	Polarization and (In)civility	Philip Habel	University of South Alabama, USA	Philip Habel	University of South Alabama, USA	86146
4376	PC12	Political Communication and Media	Panel	Polarization and (In)civility	Philip Habel	University of South Alabama, USA	Philip Habel	University of South Alabama, USA	86121
4376	PC12	Political Communication and Media	Panel	Polarization and (In)civility	Philip Habel	University of South Alabama, USA	Philip Habel	University of South Alabama, USA	87960
4375	PC11	Political Communication and Media	Panel	Frame on You	Gizem Melek	Yasar University, Turkey	Gizem Melek	Yasar University, Turkey	86277
4375	PC11	Political Communication and Media	Panel	Frame on You	Gizem Melek	Yasar University, Turkey	Gizem Melek	Yasar University, Turkey	80847
4375	PC11	Political Communication and Media	Panel	Frame on You	Gizem Melek	Yasar University, Turkey	Gizem Melek	Yasar University, Turkey	84233
4374	PC10	Political Communication and Media	Panel	Selective exposure and information credibility	Stuart Soroka	University of Michigan, USA	Stuart Soroka	University of Michigan, USA	82243
4374	PC10	Political Communication and Media	Panel	Selective exposure and information credibility	Stuart Soroka	University of Michigan, USA	Stuart Soroka	University of Michigan, USA	85198
4374	PC10	Political Communication and Media	Panel	Selective exposure and information credibility	Stuart Soroka	University of Michigan, USA	Stuart Soroka	University of Michigan, USA	85729
4374	PC10	Political Communication and Media	Panel	Selective exposure and information credibility	Stuart Soroka	University of Michigan, USA	Stuart Soroka	University of Michigan, USA	85824
4373	PC9	Political Communication and Media	Panel	Social media interactions: Bridging or constructing boundaries?	Andreas Jungherr	University of Konstanz, Germany	Andreas Jungherr	University of Konstanz, Germany	86290
4373	PC9	Political Communication and Media	Panel	Social media interactions: Bridging or constructing boundaries?	Andreas Jungherr	University of Konstanz, Germany	Andreas Jungherr	University of Konstanz, Germany	86033
4373	PC9	Political Communication and Media	Panel	Social media interactions: Bridging or constructing boundaries?	Andreas Jungherr	University of Konstanz, Germany	Andreas Jungherr	University of Konstanz, Germany	86103
4373	PC9	Political Communication and Media	Panel	Social media interactions: Bridging or constructing boundaries?	Andreas Jungherr	University of Konstanz, Germany	Andreas Jungherr	University of Konstanz, Germany	78526
4372	PC8	Political Communication and Media	Panel	Information technology and digital politics	Delia Dumitrescu	University of East Anglia, United Kingdom	Delia Dumitrescu	University of East Anglia, United Kingdom	86199
4372	PC8	Political Communication and Media	Panel	Information technology and digital politics	Delia Dumitrescu	University of East Anglia, United Kingdom	Delia Dumitrescu	University of East Anglia, United Kingdom	87081
4372	PC8	Political Communication and Media	Panel	Information technology and digital politics	Delia Dumitrescu	University of East Anglia, United Kingdom	Delia Dumitrescu	University of East Anglia, United Kingdom	86544
4372	PC8	Political Communication and Media	Panel	Information technology and digital politics	Delia Dumitrescu	University of East Anglia, United Kingdom	Delia Dumitrescu	University of East Anglia, United Kingdom	86166
4371	PC7	Political Communication and Media	Panel	Emotions in political communication	Karsten Vestergaard	University of Copenhagen, Denmark	Karsten Vestergaard	University of Copenhagen, Denmark	85312
4371	PC7	Political Communication and Media	Panel	Emotions in political communication	Karsten Vestergaard	University of Copenhagen, Denmark	Karsten Vestergaard	University of Copenhagen, Denmark	85443
4371	PC7	Political Communication and Media	Panel	Emotions in political communication	Karsten Vestergaard	University of Copenhagen, Denmark	Karsten Vestergaard	University of Copenhagen, Denmark	85920
4371	PC7	Political Communication and Media	Panel	Emotions in political communication	Karsten Vestergaard	University of Copenhagen, Denmark	Karsten Vestergaard	University of Copenhagen, Denmark	86528
4371	PC7	Political Communication and Media	Panel	Emotions in political communication	Karsten Vestergaard	University of Copenhagen, Denmark	Karsten Vestergaard	University of Copenhagen, Denmark	86538
4370	PC6	Political Communication and Media	Panel	#EUsocialmedia	Dawn Wheatley	Dublin City University, Ireland	Dawn Wheatley	Dublin City University, Ireland	86320
4370	PC6	Political Communication and Media	Panel	#EUsocialmedia	Dawn Wheatley	Dublin City University, Ireland	Dawn Wheatley	Dublin City University, Ireland	85861
4370	PC6	Political Communication and Media	Panel	#EUsocialmedia	Dawn Wheatley	Dublin City University, Ireland	Dawn Wheatley	Dublin City University, Ireland	79640
4370	PC6	Political Communication and Media	Panel	#EUsocialmedia	Dawn Wheatley	Dublin City University, Ireland	Dawn Wheatley	Dublin City University, Ireland	85007
4369	PC5	Political Communication and Media	Panel	Political communication in authoritarian systems	Anita Gohdes	Hertie School of Governance, Germany	Anita Gohdes	Hertie School of Governance, Germany	80613
4369	PC5	Political Communication and Media	Panel	Political communication in authoritarian systems	Anita Gohdes	Hertie School of Governance, Germany	Anita Gohdes	Hertie School of Governance, Germany	82874
4369	PC5	Political Communication and Media	Panel	Political communication in authoritarian systems	Anita Gohdes	Hertie School of Governance, Germany	Anita Gohdes	Hertie School of Governance, Germany	84278
4369	PC5	Political Communication and Media	Panel	Political communication in authoritarian systems	Anita Gohdes	Hertie School of Governance, Germany	Anita Gohdes	Hertie School of Governance, Germany	86071
4368	PC4	Political Communication and Media	Panel	Mixed Methods for Studying Political Discourse on Twitter	Olga Eisele	University of Vienna, Austria	Olga Eisele	University of Vienna, Austria	86031
4368	PC4	Political Communication and Media	Panel	Mixed Methods for Studying Political Discourse on Twitter	Olga Eisele	University of Vienna, Austria	Olga Eisele	University of Vienna, Austria	85866
4368	PC4	Political Communication and Media	Panel	Mixed Methods for Studying Political Discourse on Twitter	Olga Eisele	University of Vienna, Austria	Olga Eisele	University of Vienna, Austria	85949
4368	PC4	Political Communication and Media	Panel	Mixed Methods for Studying Political Discourse on Twitter	Olga Eisele	University of Vienna, Austria	Olga Eisele	University of Vienna, Austria	86068
4367	PC3	Political Communication and Media	Panel	Digital media, disinformation, and denial of service: contentious politics in cyberspace	Ayşenur Dal	Bilkent University, Turkey	Ayşenur Dal	Bilkent University, Turkey	83400
4367	PC3	Political Communication and Media	Panel	Digital media, disinformation, and denial of service: contentious politics in cyberspace	Ayşenur Dal	Bilkent University, Turkey	Ayşenur Dal	Bilkent University, Turkey	83535
4367	PC3	Political Communication and Media	Panel	Digital media, disinformation, and denial of service: contentious politics in cyberspace	Ayşenur Dal	Bilkent University, Turkey	Ayşenur Dal	Bilkent University, Turkey	85226
4367	PC3	Political Communication and Media	Panel	Digital media, disinformation, and denial of service: contentious politics in cyberspace	Ayşenur Dal	Bilkent University, Turkey	Ayşenur Dal	Bilkent University, Turkey	84493
4367	PC3	Political Communication and Media	Panel	Digital media, disinformation, and denial of service: contentious politics in cyberspace	Ayşenur Dal	Bilkent University, Turkey	Ayşenur Dal	Bilkent University, Turkey	85380
4366	PC2	Political Communication and Media	Panel	Insights from Experiments and Trace Data	Zoltan Fazekas	Copenhagen Business School, Denmark	Zoltan Fazekas	Copenhagen Business School, Denmark	85402
4366	PC2	Political Communication and Media	Panel	Insights from Experiments and Trace Data	Zoltan Fazekas	Copenhagen Business School, Denmark	Zoltan Fazekas	Copenhagen Business School, Denmark	86069
4366	PC2	Political Communication and Media	Panel	Insights from Experiments and Trace Data	Zoltan Fazekas	Copenhagen Business School, Denmark	Zoltan Fazekas	Copenhagen Business School, Denmark	86363
4366	PC2	Political Communication and Media	Panel	Insights from Experiments and Trace Data	Zoltan Fazekas	Copenhagen Business School, Denmark	Zoltan Fazekas	Copenhagen Business School, Denmark	86392
4366	PC2	Political Communication and Media	Panel	Insights from Experiments and Trace Data	Zoltan Fazekas	Copenhagen Business School, Denmark	Zoltan Fazekas	Copenhagen Business School, Denmark	86413
4365	ME1	Comparative Politics	Panel	Advances in Survey Methodology	Thomas Gschwend	University of Mannheim, Germany	Andrew Philips	University of Colorado Boulder, USA	86208
4365	ME1	Comparative Politics	Panel	Advances in Survey Methodology	Thomas Gschwend	University of Mannheim, Germany	Andrew Philips	University of Colorado Boulder, USA	85138
4365	ME1	Comparative Politics	Panel	Advances in Survey Methodology	Thomas Gschwend	University of Mannheim, Germany	Andrew Philips	University of Colorado Boulder, USA	86460
4365	ME1	Comparative Politics	Panel	Advances in Survey Methodology	Thomas Gschwend	University of Mannheim, Germany	Andrew Philips	University of Colorado Boulder, USA	86540
4365	ME1	Comparative Politics	Panel	Advances in Survey Methodology	Thomas Gschwend	University of Mannheim, Germany	Andrew Philips	University of Colorado Boulder, USA	86766
4364	CP1	Comparative Politics	Panel	Politics of Immigrants and Immigration in Advanced Post-Industrial Democracies: Parties, Voters, and Public Attitudes	Diane Bolet	LSE, United Kingdom	Dalston Ward	ETH Zurich, Switzerland	85219
4364	CP1	Comparative Politics	Panel	Politics of Immigrants and Immigration in Advanced Post-Industrial Democracies: Parties, Voters, and Public Attitudes	Diane Bolet	LSE, United Kingdom	Dalston Ward	ETH Zurich, Switzerland	85246
4364	CP1	Comparative Politics	Panel	Politics of Immigrants and Immigration in Advanced Post-Industrial Democracies: Parties, Voters, and Public Attitudes	Diane Bolet	LSE, United Kingdom	Dalston Ward	ETH Zurich, Switzerland	86258
4364	CP1	Comparative Politics	Panel	Politics of Immigrants and Immigration in Advanced Post-Industrial Democracies: Parties, Voters, and Public Attitudes	Diane Bolet	LSE, United Kingdom	Dalston Ward	ETH Zurich, Switzerland	80913
4364	CP1	Comparative Politics	Panel	Politics of Immigrants and Immigration in Advanced Post-Industrial Democracies: Parties, Voters, and Public Attitudes	Diane Bolet	LSE, United Kingdom	Dalston Ward	ETH Zurich, Switzerland	82923
4363	PA4	Public Policy and Public Administration	Panel	Policy and Information	Denise Laroze	Universidad de Santiago, Chile	Monika Mühlböck	University of Vienna, Austria	86605
4363	PA4	Public Policy and Public Administration	Panel	Policy and Information	Denise Laroze	Universidad de Santiago, Chile	Monika Mühlböck	University of Vienna, Austria	86269
4363	PA4	Public Policy and Public Administration	Panel	Policy and Information	Denise Laroze	Universidad de Santiago, Chile	Monika Mühlböck	University of Vienna, Austria	81146
4363	PA4	Public Policy and Public Administration	Panel	Policy and Information	Denise Laroze	Universidad de Santiago, Chile	Monika Mühlböck	University of Vienna, Austria	81096
4362	PA3	Public Policy and Public Administration	Panel	Policy Experiments	Markus Tepe	University of Oldenburg, Germany	NA	NA	86235
4362	PA3	Public Policy and Public Administration	Panel	Policy Experiments	Markus Tepe	University of Oldenburg, Germany	NA	NA	85895
4362	PA3	Public Policy and Public Administration	Panel	Policy Experiments	Markus Tepe	University of Oldenburg, Germany	NA	NA	86418
4362	PA3	Public Policy and Public Administration	Panel	Policy Experiments	Markus Tepe	University of Oldenburg, Germany	NA	NA	86693
4362	PA3	Public Policy and Public Administration	Panel	Policy Experiments	Markus Tepe	University of Oldenburg, Germany	NA	NA	84673
4361	PA2	Public Policy and Public Administration	Panel	Influences on policy outcomes			John Witte	University of Wisconsin-Madison, USA	86066
4361	PA2	Public Policy and Public Administration	Panel	Influences on policy outcomes			John Witte	University of Wisconsin-Madison, USA	85879
4361	PA2	Public Policy and Public Administration	Panel	Influences on policy outcomes			John Witte	University of Wisconsin-Madison, USA	85798
4361	PA2	Public Policy and Public Administration	Panel	Influences on policy outcomes			John Witte	University of Wisconsin-Madison, USA	86474
4361	PA2	Public Policy and Public Administration	Panel	Influences on policy outcomes			John Witte	University of Wisconsin-Madison, USA	86859
4360	PE30	Political Economy	Panel	The best policies and votes money can buy	Noah Buckley	NYU Abu Dhabi, UAE	Miriam Golden	UCLA, USA	86612
4360	PE30	Political Economy	Panel	The best policies and votes money can buy	Noah Buckley	NYU Abu Dhabi, UAE	Miriam Golden	UCLA, USA	85711
4360	PE30	Political Economy	Panel	The best policies and votes money can buy	Noah Buckley	NYU Abu Dhabi, UAE	Miriam Golden	UCLA, USA	84650
4360	PE30	Political Economy	Panel	The best policies and votes money can buy	Noah Buckley	NYU Abu Dhabi, UAE	Miriam Golden	UCLA, USA	85757
4360	PE30	Political Economy	Panel	The best policies and votes money can buy	Noah Buckley	NYU Abu Dhabi, UAE	Miriam Golden	UCLA, USA	85717
4359	PE29	Political Economy	Panel	New Directions in Inequality	Jonas Markgraf	University of Oxford, United Kingdom	Christine Lipsmeyer	Texas A&M, USA	75684
4359	PE29	Political Economy	Panel	New Directions in Inequality	Jonas Markgraf	University of Oxford, United Kingdom	Christine Lipsmeyer	Texas A&M, USA	84876
4359	PE29	Political Economy	Panel	New Directions in Inequality	Jonas Markgraf	University of Oxford, United Kingdom	Christine Lipsmeyer	Texas A&M, USA	86771
4358	EL47	Elections, Public Opinion, and Voting Behaviour	Panel	Evaluations of Democracy	Abraham Ritov	Hebrew University, Israel	Kathrin Ackermann	Heidelberg University, Germany	83736
4358	EL47	Elections, Public Opinion, and Voting Behaviour	Panel	Evaluations of Democracy	Abraham Ritov	Hebrew University, Israel	Kathrin Ackermann	Heidelberg University, Germany	84867
4358	EL47	Elections, Public Opinion, and Voting Behaviour	Panel	Evaluations of Democracy	Abraham Ritov	Hebrew University, Israel	Kathrin Ackermann	Heidelberg University, Germany	86626
4358	EL47	Elections, Public Opinion, and Voting Behaviour	Panel	Evaluations of Democracy	Abraham Ritov	Hebrew University, Israel	Kathrin Ackermann	Heidelberg University, Germany	85239
4357	EL46	Elections, Public Opinion, and Voting Behaviour	Panel	Turnout and participation	Jean LaCroix	Université libre de Bruxelles, USA	Matthew Lebo	Stony Brook University, USA	85921
4357	EL46	Elections, Public Opinion, and Voting Behaviour	Panel	Turnout and participation	Jean LaCroix	Université libre de Bruxelles, USA	Matthew Lebo	Stony Brook University, USA	86491
4357	EL46	Elections, Public Opinion, and Voting Behaviour	Panel	Turnout and participation	Jean LaCroix	Université libre de Bruxelles, USA	Matthew Lebo	Stony Brook University, USA	84556
4357	EL46	Elections, Public Opinion, and Voting Behaviour	Panel	Turnout and participation	Jean LaCroix	Université libre de Bruxelles, USA	Matthew Lebo	Stony Brook University, USA	84440
4357	EL46	Elections, Public Opinion, and Voting Behaviour	Panel	Turnout and participation	Jean LaCroix	Université libre de Bruxelles, USA	Matthew Lebo	Stony Brook University, USA	86340
4356	EL45	Elections, Public Opinion, and Voting Behaviour	Panel	Information and elections	Jordi Muñoz Mendoza	Universitat de Barcelona, Spain	Sonia Giurumescan	University of Barcelona, Spain	85807
4356	EL45	Elections, Public Opinion, and Voting Behaviour	Panel	Information and elections	Jordi Muñoz Mendoza	Universitat de Barcelona, Spain	Sonia Giurumescan	University of Barcelona, Spain	75567
4356	EL45	Elections, Public Opinion, and Voting Behaviour	Panel	Information and elections	Jordi Muñoz Mendoza	Universitat de Barcelona, Spain	Sonia Giurumescan	University of Barcelona, Spain	84704
4356	EL45	Elections, Public Opinion, and Voting Behaviour	Panel	Information and elections	Jordi Muñoz Mendoza	Universitat de Barcelona, Spain	Sonia Giurumescan	University of Barcelona, Spain	85811
4356	EL45	Elections, Public Opinion, and Voting Behaviour	Panel	Information and elections	Jordi Muñoz Mendoza	Universitat de Barcelona, Spain	Sonia Giurumescan	University of Barcelona, Spain	86711
4355	EL44	Elections, Public Opinion, and Voting Behaviour	Panel	Party Origins	Zeynep Somer-Tocu		Constanza Schibber	Michigan State, USA	86028
4355	EL44	Elections, Public Opinion, and Voting Behaviour	Panel	Party Origins	Zeynep Somer-Tocu		Constanza Schibber	Michigan State, USA	82975
4355	EL44	Elections, Public Opinion, and Voting Behaviour	Panel	Party Origins	Zeynep Somer-Tocu		Constanza Schibber	Michigan State, USA	84491
4355	EL44	Elections, Public Opinion, and Voting Behaviour	Panel	Party Origins	Zeynep Somer-Tocu		Constanza Schibber	Michigan State, USA	86100
4355	EL44	Elections, Public Opinion, and Voting Behaviour	Panel	Party Origins	Zeynep Somer-Tocu		Constanza Schibber	Michigan State, USA	86337
4354	EL43	Elections, Public Opinion, and Voting Behaviour	Panel	Accountability	Hans Noel	Georgetown University, USA	Seonghui Lee	Essex University, United Kingdom	86965
4354	EL43	Elections, Public Opinion, and Voting Behaviour	Panel	Accountability	Hans Noel	Georgetown University, USA	Seonghui Lee	Essex University, United Kingdom	86661
4354	EL43	Elections, Public Opinion, and Voting Behaviour	Panel	Accountability	Hans Noel	Georgetown University, USA	Seonghui Lee	Essex University, United Kingdom	84195
4354	EL43	Elections, Public Opinion, and Voting Behaviour	Panel	Accountability	Hans Noel	Georgetown University, USA	Seonghui Lee	Essex University, United Kingdom	85376
